100
98,130,13
148,82,27
241,254,230
24,208,193
195,67,143
124,56,11
130,48,7
60,140,53
36,73,83
223,240,114
4,242,56
41,142,176
219,43,228
106,169,117
191,53,90
64,149,41
22,144,124
104,137,20
139,227,115
0,70,143
94,198,65
111,152,182
94,203,56
123,49,84
89,135,244
177,130,16
227,82,197
176,94,179
43,174,210
223,37,198
175,123,146
150,229,85
26,212,139
178,116,150
187,18,240
60,157,201
176,135,60
215,31,186
167,201,57
54,182,70
33,154,18
85,166,87
168,36,73
231,229,63
44,32,22
9,125,243
49,219,241
104,230,5
18,86,191
17,191,225
173,187,49
204,165,201
122,89,111
51,10,194
150,62,54
73,222,225
231,65,99
22,151,9
152,42,206
20,195,116
199,219,103
205,101,2
122,218,36
110,160,167
196,133,0
9,163,160
121,75,125
220,170,250
103,241,111
85,4,43
42,22,120
49,144,232
152,184,100
179,159,174
181,67,179
149,93,238
17,253,108
79,248,141
245,198,236
157,18,48
15,237,177
23,239,76
104,221,30
58,167,151
7,100,156
187,237,229
97,237,63
216,131,57
224,98,64
164,216,162
57,191,145
172,117,133
134,118,253
124,81,118
205,199,90
0,1,219
93,179,225
169,19,11
188,176,190
126,113,30
248,52,70
52,113,199
141,89,108
75,74,128
170,154,181
226,88,94
186,121,140
23,67,77
195,55,215
14,123,215
235,206,140
128,13,43
36,180,195
143,89,250
108,73,9
190,145,223
245,242,171
146,57,243
112,196,113
137,39,185
232,126,41
72,84,122
199,11,125
142,84,207
227,189,157
27,135,34
33,26,196
232,247,153
198,197,126
61,13,192
30,241,35
114,153,193
157,95,116
97,121,60
23,138,209
153,144,219
186,119,147
235,0,181
126,85,122
100,208,73
175,83,80
142,35,91
68,237,8
55,145,1
198,250,111
112,212,70
172,252,235
221,130,156
6,144,170
173,19,235
141,105,162
220,61,92
167,171,4
84,128,119
221,250,226
126,34,249
64,170,27
25,114,46
218,86,110
250,101,197
114,176,78
180,35,232
211,47,78
51,157,27
40,88,46
49,118,252
244,105,4
62,115,8
153,21,238
61,101,38
116,119,100
72,16,156
107,51,206
188,184,121
28,195,131
124,44,49
249,113,167
110,143,93
5,114,29
224,60,19
181,205,235
147,141,186
251,219,245
60,247,205
92,7,24
179,34,61
142,165,37
200,54,205
171,202,100
130,213,208
35,149,24
173,131,139
91,4,161
45,119,204
68,193,235
189,26,151
242,248,59
203,214,131
211,90,141
84,216,13
31,220,105
242,179,183
46,51,145
236,65,209
136,39,223
37,233,42
116,249,101
207,198,122
250,214,86
224,202,229
11,99,107
131,206,72
76,188,14
243,19,179
103,7,69
208,63,200
164,183,72
138,137,218
192,12,108
18,14,120
128,30,34
228,149,142
243,144,160
244,143,166
39,216,172
126,2,68
53,103,34
164,147,39
27,224,214
250,39,89
222,224,138
115,62,150
132,205,253
233,225,89
233,215,173
189,160,63
184,122,179
195,156,55
49,57,236
103,21,33
191,127,110
50,56,110
123,107,234
208,23,150
22,70,36
66,152,61
58,92,38
218,233,5
171,251,7
193,98,206
69,165,229
87,50,107
73,251,92
24,171,52
46,87,33
168,226,114
139,182,18
197,44,187
56,80,19
2,199,26
88,195,62
215,74,33
230,35,10
230,69,47
204,173,114
21,190,89
100,150,187
138,62,21
108,183,77
151,76,228
197,47,234
200,241,178
110,140,37
20,182,154
153,27,70
164,152,243
156,112,37
228,216,159
138,237,235
214,236,53
208,71,50
63,141,213
161,68,46
221,54,133
211,130,202
33,82,238
108,117,180
114,217,62
83,117,227
64,163,243
235,18,35
36,227,213
154,71,231
26,202,240
162,214,13
252,223,113
202,78,197
99,151,15
212,177,232
212,83,60
60,161,58
225,114,17
78,145,137
40,131,4
194,42,161
141,221,72
69,104,103
206,170,58
126,190,25
178,240,60
204,235,201
173,44,216
10,200,67
98,155,143
146,136,138
70,107,216
124,35,18
214,91,38
121,99,86
52,35,242
58,19,185
248,4,119
185,24,153
251,37,231
75,124,87
229,185,52
180,65,191
58,245,215
174,171,227
91,40,38
151,156,175
199,94,2
143,60,35
128,28,235
97,53,238
185,44,229
4,35,119
203,110,148
40,117,98
190,7,151
58,9,117
192,87,234
70,183,185
137,39,48
223,52,246
21,204,45
248,67,220
249,220,36
160,236,79
174,9,90
216,239,213
128,90,82
172,121,171
223,211,31
61,237,59
18,136,7
79,242,184
245,66,34
148,218,31
246,190,183
195,237,194
214,174,46
31,24,93
131,142,190
122,165,31
216,118,151
9,32,239
48,31,180
220,170,191
163,91,131
37,231,95
29,129,179
238,104,3
51,6,21
29,97,106
204,196,233
145,178,120
141,147,141
91,25,242
242,214,48
20,64,24
121,186,237
195,155,89
54,109,95
108,247,166
141,208,134
72,17,174
30,91,234
226,13,119
56,206,139
9,79,9
158,37,166
136,114,175
43,205,245
192,167,31
133,34,35
104,239,194
152,200,108
202,91,81
66,82,244
215,240,6
205,219,205
217,152,116
53,121,206
83,202,137
145,198,217
85,149,192
204,80,197
127,0,236
63,103,219
73,60,244
190,59,73
240,40,166
77,74,8
213,169,212
161,63,127
233,163,99
180,60,253
218,92,28
144,104,252
245,110,77
12,60,88
23,10,69
130,56,201
45,188,187
197,94,252
133,102,111
108,71,103
102,57,12
159,166,121
246,122,36
68,109,172
68,180,198
168,100,51
76,28,222
192,170,34
149,109,122
230,89,118
117,153,137
181,71,68
18,88,163
162,121,229
119,117,202
174,33,163
164,168,60
235,163,170
7,47,29
128,97,231
178,212,195
184,56,157
163,5,190
117,201,249
79,54,60
98,232,142
144,13,188
144,6,153
227,136,82
150,74,59
76,43,1
184,143,247
215,146,46
216,224,230
83,82,148
28,152,51
110,137,7
57,205,245
247,4,203
204,249,223
61,209,51
18,0,154
101,138,21
104,72,153
45,125,14
79,3,254
40,75,169
220,135,118
225,144,241
117,101,38
64,79,195
117,2,40
199,42,165
118,192,201
223,147,217
27,38,191
161,214,181
154,68,145
150,113,136
19,54,36
27,61,139
236,240,205
201,185,179
166,52,107
40,200,129
72,235,194
89,74,188
209,100,186
67,145,11
113,207,5
53,245,97
113,176,240
69,169,220
69,72,113
177,182,12
238,88,15
225,140,194
156,62,78
50,23,78
74,75,80
50,116,223
167,50,232
234,118,185
254,237,243
55,162,161
60,66,50
129,164,69
218,187,134
137,71,127
156,148,222
220,195,65
3,110,167
20,214,44
175,215,230
223,144,49
58,133,181
54,218,3
116,105,81
221,53,158
88,111,221
22,51,218
112,76,211
223,134,181
169,86,2
245,81,185
121,5,158
11,56,235
207,213,132
8,101,78
1,189,242
62,127,89
218,95,203
48,28,46
243,62,245
254,234,156
56,222,47
240,251,104
70,107,19
112,5,44
225,28,157
143,233,213
128,106,188
85,229,164
50,17,200
225,124,13
116,69,1
112,217,71
218,63,126
32,10,81
226,129,197
47,198,225
73,252,129
63,178,186
45,220,20
34,12,132
203,24,180
196,110,75
183,193,117
156,241,165
57,66,236
123,71,28
9,184,39
202,204,172
235,169,191
89,221,52
44,184,240
114,204,139
7,189,245
81,95,187
69,187,235
198,121,226
117,127,41
96,253,8
236,38,250
4,221,126
16,204,122
61,69,124
190,120,248
182,57,224
199,144,55
65,48,9
84,149,251
52,186,50
222,178,32
130,119,5
173,23,41
124,107,227
181,74,191
150,0,70
128,60,104
15,3,99
106,229,206
153,243,47
22,111,223
253,202,181
124,49,145
18,245,65
203,238,7
178,247,14
146,43,102
17,183,0
163,41,145
211,38,73
15,73,59
127,219,51
3,146,102
81,61,17
53,19,175
235,9,81
164,28,128
119,195,47
47,89,251
179,110,155
249,73,114
110,78,134
100,216,155
123,201,16
152,226,104
62,106,66
100,141,130
60,199,145
24,169,58
87,220,249
16,29,241
226,8,75
212,160,152
25,136,98
114,120,85
194,178,232
190,221,159
203,8,189
97,194,212
9,106,77
236,138,230
168,210,191
145,12,116
28,231,206
42,250,207
134,112,204
85,65,65
174,21,188
62,119,249
79,199,123
0,68,155
168,76,241
207,48,40
41,29,190
242,114,178
167,148,208
68,70,245
22,25,91
196,78,4
108,107,89
137,32,53
123,225,143
193,22,96
195,242,149
161,153,38
35,35,121
226,20,150
141,44,177
78,36,97
225,110,219
244,169,42
95,51,172
173,79,115
193,119,99
22,123,13
108,89,102
0,161,82
22,125,235
251,181,221
55,250,31
86,244,150
223,40,145
248,235,38
61,204,166
37,53,202
30,218,178
19,96,62
62,43,185
148,47,152
6,30,199
135,199,118
139,21,30
155,160,46
184,217,75
105,229,194
1,240,9
199,54,200
140,183,70
202,110,86
40,9,248
157,160,151
89,238,102
244,143,92
174,163,215
75,25,77
160,97,152
222,154,243
113,93,216
220,74,137
182,180,188
87,4,249
175,175,200
231,248,36
43,23,132
130,166,0
21,15,98
173,152,169
185,54,108
64,135,95
113,105,245
119,56,22
195,24,143
77,70,129
26,21,187
185,29,130
204,196,188
237,26,100
7,35,114
111,47,197
171,132,67
149,27,106
38,117,115
112,89,92
205,162,24
115,110,242
250,150,51
30,179,108
248,108,142
127,218,171
61,212,19
173,73,153
194,93,159
102,146,32
63,145,128
118,116,121
122,63,151
35,131,217
173,208,165
96,211,123
91,115,78
11,6,139
244,81,56
247,16,153
2,117,131
70,227,179
30,102,221
121,190,66
24,170,87
48,249,198
195,162,99
88,252,181
160,171,72
254,93,6
7,102,141
192,34,21
124,76,127
189,114,73
240,146,251
57,52,15
16,147,103
45,200,42
63,75,30
45,15,166
147,212,40
47,15,104
235,188,36
26,65,169
1,60,133
152,10,209
165,154,116
134,78,150
109,178,219
248,83,105
185,64,5
180,20,234
52,65,101
151,150,240
42,241,8
54,234,53
97,232,210
150,250,2
165,233,45
115,93,29
111,229,206
131,189,178
15,239,34
182,254,15
156,76,92
61,119,3
189,215,17
117,79,195
11,195,190
202,237,158
112,46,115
78,138,28
169,149,86
22,82,63
204,197,141
17,44,247
45,158,193
22,176,147
250,204,101
126,99,76
176,151,215
119,235,66
186,3,35
175,89,104
108,225,133
166,211,124
68,48,147
171,148,223
216,75,216
141,149,47
80,4,241
2,92,176
98,35,32
59,98,202
235,42,91
110,151,53
84,49,226
152,97,85
70,93,10
149,142,145
72,121,218
228,101,125
228,164,254
253,155,191
148,182,162
199,200,53
44,204,59
149,246,150
243,101,51
201,168,244
38,139,83
36,110,29
201,4,43
189,20,90
238,140,31
65,155,207
229,191,183
99,21,4
146,82,51
77,38,207
132,130,219
42,133,40
80,124,174
247,116,101
124,34,207
132,89,114
188,114,232
85,95,228
57,145,67
75,252,239
182,166,157
116,7,8
125,77,91
130,241,3
103,220,61
125,151,234
232,73,19
92,139,121
113,115,96
157,214,242
180,215,180
54,188,248
112,254,144
161,100,48
45,200,83
164,185,19
43,72,48
202,125,48
106,166,125
166,142,42
188,38,210
110,13,148
199,252,114
42,43,223
69,243,173
98,231,13
219,196,226
72,143,119
102,188,76
33,29,10
43,202,132
108,99,213
146,220,121
252,121,106
43,227,208
10,14,147
32,197,26
223,156,163
234,15,246
158,164,111
161,46,113
137,78,194
187,99,87
9,56,209
251,23,101
87,138,13
3,128,214
43,91,237
91,224,154
20,116,45
161,240,157
75,219,74
19,104,182
217,192,57
76,151,11
92,144,70
254,2,246
17,25,118
82,106,216
53,130,33
67,102,113
165,45,21
245,200,52
131,213,226
82,78,187
175,250,29
188,118,185
225,48,117
187,219,69
240,239,120
231,41,167
97,9,174
246,81,33
154,14,87
234,11,238
76,169,5
18,90,126
130,160,56
117,201,105
23,129,203
49,176,116
64,1,216
126,7,191
233,191,172
231,26,224
196,37,145
176,222,17
52,92,7
161,85,109
169,48,5
245,161,230
179,175,189
13,105,82
100,128,202
54,174,92
223,101,40
131,122,168
184,185,34
14,178,33
94,184,1
190,245,196
203,203,40
11,53,106
8,98,246
253,79,223
104,38,35
197,28,155
117,235,139
85,123,191
206,107,231
126,115,86
47,138,94
84,199,114
28,10,118
111,170,130
79,252,84
97,123,24
193,198,142
160,210,57
248,49,104
115,193,135
97,97,147
37,18,231
82,159,216
140,185,121
107,234,220
168,107,115
114,27,122
204,40,165
208,227,19
144,72,205
103,79,156
17,189,167
196,225,169
244,80,99
212,106,100
113,225,238
167,197,171
54,138,13
240,88,185
125,242,25
113,40,44
103,62,189
113,35,184
250,23,5
254,222,212
122,160,191
127,124,150
158,91,126
165,54,59
155,86,236
105,108,164
58,155,208
78,56,67
117,14,148
137,72,28
31,5,201
189,25,149
127,53,151
159,236,139
73,231,231
224,123,226
195,178,164
187,178,41
129,105,183
92,70,19
41,108,47
227,182,147
18,194,227
186,240,128
29,36,14
14,143,237
16,72,41
176,76,237
236,86,242
201,129,244
123,127,247
181,213,106
131,154,55
79,114,7
5,98,131
179,189,230
189,163,207
219,178,163
120,195,114
1,219,199
7,9,145
114,164,56
67,37,203
112,184,241
58,28,167
166,164,100
9,77,200
108,111,118
150,67,243
209,229,243
79,39,87
237,117,131
209,248,126
148,193,205
207,68,58
44,227,120
108,145,130
57,228,141
20,157,176
128,88,183
116,154,38
14,242,180
24,209,55
180,218,62
17,78,115
36,198,130
39,61,248
86,53,118
252,28,57
240,115,227
109,252,173
21,92,45
224,54,208
249,120,249
172,100,225
79,190,96
180,54,12
123,215,8
213,231,119
0,51,71
171,24,198
67,45,128
226,137,96
253,13,205
233,35,2
200,136,15
199,100,155
78,167,78
252,219,208
118,3,112
152,233,208
41,187,23
28,180,54
110,97,186
119,69,153
50,79,86
112,16,217
107,223,223
250,233,92
159,185,143
25,116,133
139,189,205
201,95,244
175,94,141
76,187,167
84,8,223
193,2,233
247,182,204
59,251,173
224,155,226
17,151,163
8,35,216
119,94,151
175,38,134
213,192,158
184,225,77
149,137,161
158,88,120
141,67,70
67,98,201
116,22,246
175,49,80
37,189,23
131,153,191
234,90,205
182,187,22
229,95,61
157,196,247
120,7,158
245,163,141
116,184,144
32,206,1
73,5,84
54,209,187
123,90,97
5,150,158
187,58,149
128,231,224
84,163,22
98,45,208
185,23,236
226,82,59
74,231,93
70,127,55
159,41,139
82,59,206
199,133,22
98,184,252
81,216,241
57,102,92
198,35,206
34,67,75
192,178,173
33,30,196
142,16,91
150,111,251
205,235,208
24,76,128
25,146,188
152,168,167
229,233,114
134,184,98
28,115,58
29,22,162
168,90,48
166,57,91
137,66,29
12,92,46
191,160,57
39,38,144
15,223,63
214,108,18
167,137,74
106,174,152
220,57,168
180,73,89
62,251,215
252,19,77
200,176,42
206,138,102
147,175,57
134,164,216
143,182,124
64,230,65
86,93,237
238,137,60
136,43,86
40,60,219
217,214,124
35,159,23
218,167,173
189,250,58
240,126,91
114,217,11
90,158,18
80,116,189
10,40,8
7,152,27
214,234,49
202,186,171
248,128,79
8,92,67
232,25,24
251,221,14
126,216,251
81,178,93
162,67,198
105,65,19
92,254,178
76,92,186
164,61,39
37,51,20
17,173,97
86,67,118
44,34,52
54,86,76
229,121,172
197,207,67
165,69,96
198,252,88
23,166,48
232,27,69
85,203,90
8,162,124
154,202,0
96,190,253
39,46,158
77,253,161
178,10,167
203,74,100
147,142,105
96,140,165
208,164,26
242,159,42
87,7,43
48,185,38
12,90,254
79,108,42
104,231,123
39,160,119
249,89,216
83,61,137
77,127,215
91,125,6
60,252,146
56,135,253
243,80,230
245,246,8
254,153,235
154,54,181
206,14,103
3,141,67
223,159,88
215,13,79
8,68,146
249,84,104
235,52,48
27,136,2
194,184,201
115,130,91
179,45,1
187,229,163
164,251,32
167,80,58
189,236,227
169,176,64
211,247,51
194,177,17
136,97,38
87,117,57
86,251,99
19,175,137
22,241,32
127,153,224
120,210,245
139,190,190
209,222,211
71,13,155
213,92,116
148,145,182
85,147,208
112,91,53
75,115,154
106,115,169
11,160,251
123,84,172
69,238,137
201,31,90
62,169,191
113,214,1
67,81,197
138,108,6
166,195,176
133,68,4
210,75,253
33,201,135
113,169,103
97,168,35
126,40,92
98,117,196
109,238,179
19,4,125
193,200,121
83,83,237
32,2,120
229,94,29
61,79,48
106,147,249
134,12,124
54,102,120
114,182,203
211,51,99
238,15,140
199,46,160
46,231,136
26,99,53
231,75,247
212,57,139
161,184,56
0,211,92
228,27,237
91,2,91
85,118,137
146,208,67
190,104,68
209,45,63
194,235,238
59,221,11
6,208,46
225,37,121
150,52,214
180,219,254
16,75,61
189,100,180
192,126,75
175,237,123
62,166,134
111,59,126
71,100,0
26,101,239
85,136,233
179,38,15
170,64,82
50,159,16
15,164,234
106,68,102
248,199,35
240,119,104
14,0,72
129,36,153
45,36,78
217,5,94
229,212,236
228,85,177
225,104,137
12,117,229
196,42,52
121,52,75
121,5,185
218,70,27
75,40,180
223,197,249
186,229,58
248,36,82
190,150,101
244,232,20
231,16,35
152,216,136
211,34,103
16,223,165
83,175,238
170,58,8
205,115,35
146,201,4
236,0,142
180,9,23
69,160,120
218,219,143
47,155,180
50,65,205
130,152,175
238,60,218
103,170,96
19,55,253
201,46,245
109,176,148
220,9,200
227,100,141
27,53,124
121,112,76
48,197,8
142,236,51
121,144,40
206,199,182
81,63,237
197,107,247
168,47,113
170,28,71
160,135,35
28,105,134
63,45,75
35,44,222
137,19,32
150,207,12
64,78,63
206,2,202
231,61,193
202,1,18
46,68,197
49,108,239
125,139,2
46,136,116
196,72,23
42,59,61
22,248,166
28,57,221
175,131,182
218,187,153
15,125,229
151,199,215
216,170,56
238,21,23
244,125,130
48,228,95
187,244,114
110,113,108
113,182,236
223,143,146
116,214,13
197,141,148
185,242,58
239,85,233
114,73,249
113,161,83
253,144,167
159,126,45
210,200,117
95,146,243
26,19,53
152,125,166
77,196,143
102,197,158
14,216,48
19,81,172
207,92,249
143,140,32
43,6,50
179,5,98
103,103,141
161,176,24
28,163,144
149,90,90
129,128,8
24,221,55
182,117,164
182,171,8
19,147,41
163,45,249
28,22,10
31,32,46
209,32,171
31,20,0
110,214,121
41,176,75
82,197,128
115,87,229
16,55,252
133,146,147
3,131,48
61,61,90
14,162,35
177,71,56
248,93,209
124,63,203
86,250,214
66,42,6
124,202,74
23,224,132
233,217,118
238,113,123
211,188,188
151,40,1
200,80,251
205,213,77
219,223,78
152,86,105
62,156,226
121,154,209
142,40,216
105,169,116
250,34,31
188,119,128
223,20,50
184,224,38
218,40,82
193,91,65
168,67,10
40,207,50
243,222,248
135,196,98
19,205,45
11,211,138
129,185,80
47,173,21
180,69,72
197,41,235
184,17,42
92,193,57
72,146,215
25,64,195
31,55,27
47,244,153
119,246,69
28,191,107
90,29,183
7,95,166
229,45,175
53,99,67
222,227,182
135,30,50
224,102,52
78,134,93
126,29,33
113,103,206
216,219,122
205,71,90
33,111,86
191,1,211
159,192,228
143,249,66
115,83,195
51,127,172
154,246,45
102,147,144
36,97,254
149,87,131
38,211,198
133,49,79
168,121,133
128,44,97
204,169,195
82,83,81
52,190,227
130,99,125
109,25,164
149,159,185
137,205,27
143,205,191
216,12,51
49,50,34
210,42,234
20,132,112
196,10,207
49,26,35
115,216,214
187,205,13
213,218,4
58,97,16
177,126,228
2,244,135
229,188,1
125,86,157
151,98,101
77,195,139
249,193,236
208,157,14
97,34,186
180,36,78
58,32,235
190,171,167
186,86,231
112,13,95
53,46,232
82,244,170
27,191,242
145,63,106
201,98,204
208,111,107
8,146,130
186,198,173
158,162,117
140,165,173
132,117,54
113,232,216
91,64,171
136,145,207
9,113,21
198,143,164
84,117,209
113,204,168
240,52,84
219,149,131
157,229,207
49,243,96
127,180,26
146,241,241
58,11,88
41,109,131
99,74,91
138,165,120
46,228,48
230,219,127
244,16,24
250,85,70
222,108,238
227,146,144
54,50,233
133,121,158
159,185,155
253,7,161
148,40,48
219,10,103
157,155,112
200,75,158
72,88,213
226,99,88
57,150,247
237,213,92
218,177,17
70,133,230
192,69,54
189,19,120
134,30,4
242,225,50
44,6,210
176,114,0
94,155,216
168,208,19
207,182,144
193,167,243
155,27,125
97,148,191
114,39,133
74,200,70
186,184,139
122,127,7
130,170,46
150,140,12
196,252,225
225,139,124
200,227,142
250,150,53
140,93,131
64,250,218
4,194,42
32,243,93
233,245,82
173,29,18
246,164,199
181,171,184
185,225,179
87,123,212
200,40,204
61,234,47
202,60,243
105,154,183
223,190,207
227,201,240
116,154,233
164,124,235
172,68,143
84,133,234
55,103,193
18,224,234
77,214,44
134,111,0
249,38,229
251,223,131
211,61,112
59,210,22
70,14,203
94,193,108
163,49,159
115,250,58
115,170,62
40,87,253
12,11,57
170,124,168
143,10,14
203,51,22
229,139,174
33,168,227
210,103,190
111,233,201
136,137,36
193,215,251
91,217,167
57,112,124
251,186,241
99,129,228
156,237,230
83,11,224
134,154,248
118,213,11
152,108,232
54,60,125
144,36,123
6,119,87
234,159,159
58,183,233
210,126,146
5,7,44
2,110,86
244,7,183
39,78,21
17,184,125
188,48,234
190,32,97
178,86,4
208,173,237
55,205,115
223,205,236
16,233,123
63,250,245
11,247,226
233,147,138
156,106,33
197,130,193
253,227,224
61,14,102
43,157,150
88,142,182
121,167,171
122,24,38
240,71,239
197,0,148
100,138,94
117,8,209
168,94,44
219,157,238
217,11,32
245,88,91
100,96,0
99,231,149
178,242,225
26,168,25
99,156,80
201,2,243
56,38,31
2,220,98
47,133,251
74,135,208
172,59,54
21,2,159
21,26,155
137,244,129
191,18,187
5,163,3
204,28,106
186,254,197
210,13,174
17,218,156
249,219,69
184,95,160
13,233,40
152,185,226
117,107,2
190,161,37
228,143,135
30,78,13
241,220,215
119,120,219
96,4,211
43,13,182
36,81,120
48,75,127
27,124,112
67,65,165
106,191,63
164,79,153
116,81,254
14,11,57
82,144,127
152,121,241
87,152,249
167,121,119
131,137,164
175,23,115
134,50,138
144,70,173
157,30,132
146,181,96
19,254,139
5,79,141
68,42,1
23,204,19
75,233,48
99,236,95
17,184,37
172,132,109
187,35,88
29,29,252
230,146,71
59,50,46
86,179,218
113,137,67
56,244,17
189,60,137
90,179,56
50,182,122
152,104,37
138,165,98
73,103,66
212,131,94
162,47,117
78,206,16
31,11,67
41,79,39
14,143,38
158,7,131
18,124,33
130,112,219
235,70,217
4,170,69
174,82,223
108,224,0
61,55,22
39,71,45
180,252,62
144,13,41
66,240,96
0,16,107
89,76,117
211,88,215
7,207,212
179,169,111
62,120,193
131,206,188
81,30,164
110,233,173
59,205,39
137,47,138
173,34,109
16,118,117
138,62,2
31,236,114
146,7,215
36,128,211
230,194,218
142,162,206
43,48,88
70,227,43
71,116,244
83,166,34
242,126,149
228,111,205
22,63,157
22,61,132
101,232,133
43,185,80
195,17,24
90,46,244
155,111,71
79,188,158
206,187,65
36,154,32
65,217,176
25,6,112
52,228,127
93,234,81
24,62,163
181,108,146
79,226,180
150,11,240
136,59,241
9,19,117
191,174,123
44,69,12
19,167,75
114,18,132
233,188,148
58,231,230
250,142,231
196,112,35
48,137,230
122,33,81
59,106,117
105,77,230
102,193,244
239,184,150
65,125,12
70,155,52
213,189,196
182,11,190
127,39,180
127,155,176
14,90,147
186,169,208
158,115,237
33,186,62
237,99,100
1,24,75
51,16,171
173,235,82
33,94,36
10,228,194
66,111,12
190,104,31
54,55,211
86,22,111
72,94,84
160,193,159
3,196,51
26,213,35
234,145,12
118,58,113
189,18,230
20,197,106
80,31,82
26,164,198
108,78,8
49,172,32
107,184,16
136,246,167
136,6,223
251,196,153
40,17,216
246,195,235
65,172,213
230,104,53
30,250,233
90,2,251
62,181,171
168,235,246
243,96,51
190,151,26
26,105,57
66,133,82
195,195,182
4,89,192
146,239,51
168,64,157
31,147,101
2,225,114
158,156,50
88,214,135
112,181,55
58,48,228
117,117,55
204,51,109
150,197,228
150,138,180
95,84,23
168,54,78
138,135,237
168,0,39
129,222,70
189,100,129
9,201,58
83,15,251
156,142,73
104,77,27
30,25,248
196,131,187
217,81,0
226,38,162
245,75,158
118,23,203
237,10,7
149,75,214
110,121,174
